,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"R-Squared [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"t at Max V [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"Lagtime [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"Max V [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"R-Squared [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"t at Max V [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"Lagtime [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"Max V [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"R-Squared [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"t at Max V [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"Lagtime [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"Max V [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"R-Squared [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"t at Max V [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"Lagtime [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"Max V [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"R-Squared [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"t at Max V [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"Lagtime [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,P,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"Max V [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"R-Squared [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"t at Max V [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,"Lagtime [485,520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
